0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
28.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,5.0,5.0,379.0,2.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.855,5191.0
35.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,188.0,1.0,999.0,0.0,2.0,-1.8,93.075,-47.1,1.445,5099.1
54.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,5.0,1.0,500.0,3.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.8580000000000005,5191.0
54.0,10.0,2.0,3.0,1.0,1.0,1.0,2.0,5.0,4.0,193.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.855,5191.0
38.0,5.0,3.0,7.0,1.0,1.0,1.0,1.0,11.0,4.0,69.0,4.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
51.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,8.0,4.0,218.0,6.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.968,5228.1
31.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,3.0,37.0,3.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.281,5099.1
57.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,1.0,73.0,6.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.244,5099.1
31.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,5.0,173.0,2.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.963,5228.1
43.0,8.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,5.0,284.0,4.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.855,5191.0
39.0,4.0,2.0,7.0,1.0,2.0,1.0,2.0,5.0,3.0,536.0,7.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
34.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,11.0,2.0,87.0,1.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.1530000000000005,5195.8
46.0,8.0,2.0,3.0,3.0,1.0,1.0,1.0,8.0,4.0,70.0,6.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.962,5228.1
37.0,8.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,150.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.334,5099.1
25.0,9.0,3.0,8.0,1.0,1.0,1.0,1.0,6.0,1.0,301.0,3.0,999.0,0.0,2.0,-2.9,92.963,-40.8,1.281,5076.2
32.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,11.0,3.0,77.0,1.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.12,5195.8
47.0,8.0,3.0,3.0,1.0,3.0,3.0,2.0,6.0,4.0,835.0,3.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.961,5228.1
58.0,7.0,1.0,6.0,1.0,2.0,1.0,2.0,6.0,4.0,430.0,1.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.961,5228.1
50.0,11.0,2.0,4.0,1.0,1.0,1.0,1.0,11.0,4.0,808.0,3.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
31.0,8.0,3.0,4.0,1.0,2.0,1.0,1.0,11.0,4.0,67.0,2.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
30.0,8.0,3.0,4.0,1.0,2.0,1.0,2.0,6.0,5.0,9.0,2.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.959,5228.1
29.0,9.0,3.0,6.0,1.0,1.0,1.0,1.0,11.0,4.0,227.0,3.0,3.0,2.0,3.0,-3.4,92.649,-30.1,0.7140000000000001,5017.5
52.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,11.0,5.0,101.0,1.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.021,5195.8
44.0,3.0,2.0,7.0,3.0,1.0,2.0,1.0,7.0,4.0,13.0,2.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
30.0,11.0,2.0,4.0,1.0,2.0,1.0,1.0,7.0,4.0,34.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.968,5228.1
41.0,10.0,2.0,4.0,1.0,2.0,2.0,1.0,8.0,3.0,105.0,6.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.967,5228.1
39.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,8.0,5.0,347.0,1.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.9639999999999995,5228.1
35.0,10.0,2.0,6.0,1.0,1.0,1.0,2.0,3.0,4.0,282.0,2.0,6.0,1.0,3.0,-1.8,93.369,-34.8,0.65,5008.7
47.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,118.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
47.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,9.0,2.0,188.0,1.0,3.0,1.0,3.0,-3.4,92.37899999999999,-29.8,0.77,5017.5
34.0,1.0,2.0,7.0,1.0,2.0,1.0,2.0,5.0,5.0,154.0,3.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.855,5191.0
32.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,201.0,4.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.864,5191.0
46.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,7.0,4.0,642.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.963,5228.1
31.0,8.0,1.0,4.0,1.0,2.0,1.0,1.0,11.0,1.0,266.0,2.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.191,5195.8
33.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,41.0,2.0,999.0,0.0,2.0,-1.8,92.84299999999999,-50.0,1.757,5099.1
71.0,6.0,2.0,6.0,1.0,2.0,1.0,1.0,7.0,4.0,115.0,3.0,999.0,0.0,2.0,-1.7,94.215,-40.3,0.884,4991.6
48.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,224.0,3.0,999.0,2.0,1.0,-1.8,93.075,-47.1,1.405,5099.1
33.0,10.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,59.0,1.0,999.0,0.0,2.0,-1.8,93.075,-47.1,1.405,5099.1
41.0,1.0,3.0,8.0,1.0,2.0,2.0,2.0,5.0,1.0,1111.0,3.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
60.0,2.0,2.0,8.0,3.0,2.0,1.0,1.0,5.0,1.0,26.0,5.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.354,5099.1
52.0,8.0,2.0,4.0,3.0,1.0,1.0,1.0,7.0,4.0,200.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
41.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,4.0,434.0,3.0,999.0,1.0,1.0,-1.8,92.89299999999999,-46.2,1.327,5099.1
54.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,104.0,1.0,999.0,1.0,1.0,-1.8,93.075,-47.1,1.41,5099.1
31.0,5.0,2.0,7.0,1.0,2.0,2.0,2.0,5.0,4.0,139.0,2.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.855,5191.0
20.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,5.0,5.0,87.0,4.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.25,5099.1
46.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,5.0,2.0,159.0,2.0,999.0,1.0,1.0,-1.8,92.89299999999999,-46.2,1.344,5099.1
52.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,200.0,1.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
30.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,133.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
43.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,3.0,97.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
55.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,4.0,1.0,247.0,1.0,999.0,1.0,1.0,-1.8,93.075,-47.1,1.405,5099.1
40.0,7.0,2.0,4.0,3.0,2.0,1.0,2.0,5.0,4.0,144.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.86,5191.0
35.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,6.0,5.0,76.0,12.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.959,5228.1
28.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,2.0,175.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.291,5099.1
48.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,4.0,61.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.855,5191.0
49.0,10.0,1.0,3.0,1.0,1.0,1.0,1.0,11.0,3.0,225.0,5.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.12,5195.8
35.0,7.0,2.0,7.0,1.0,2.0,1.0,1.0,7.0,4.0,50.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.958,5228.1
64.0,6.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,222.0,1.0,999.0,3.0,1.0,-1.7,94.055,-39.8,0.7609999999999999,4991.6
49.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,6.0,3.0,222.0,9.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.959,5228.1
29.0,10.0,3.0,6.0,1.0,2.0,1.0,1.0,11.0,5.0,38.0,2.0,999.0,1.0,1.0,-0.1,93.2,-42.0,4.021,5195.8
41.0,8.0,2.0,8.0,1.0,2.0,2.0,1.0,11.0,4.0,597.0,1.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
38.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,5.0,3.0,75.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
28.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,5.0,78.0,2.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.25,5099.1
56.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,8.0,1.0,361.0,1.0,12.0,4.0,1.0,-1.7,94.027,-38.3,0.904,4991.6
40.0,1.0,1.0,7.0,1.0,2.0,1.0,2.0,5.0,2.0,189.0,3.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
36.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,5.0,79.0,1.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.959,5228.1
32.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,11.0,2.0,138.0,2.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.1530000000000005,5195.8
32.0,10.0,2.0,6.0,1.0,3.0,3.0,2.0,8.0,5.0,9.0,2.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.9639999999999995,5228.1
38.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,101.0,3.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
36.0,1.0,2.0,7.0,1.0,2.0,2.0,1.0,8.0,4.0,220.0,2.0,999.0,1.0,1.0,-2.9,92.20100000000001,-31.4,0.873,5076.2
53.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,2.0,505.0,2.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.1530000000000005,5195.8
22.0,7.0,3.0,6.0,1.0,2.0,1.0,1.0,10.0,3.0,218.0,1.0,999.0,0.0,2.0,-1.1,94.601,-49.5,0.9590000000000001,4963.6
43.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,6.0,5.0,1422.0,10.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.959,5228.1
51.0,5.0,2.0,6.0,3.0,2.0,1.0,2.0,5.0,2.0,141.0,2.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
35.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,7.0,1.0,615.0,3.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
37.0,11.0,2.0,7.0,3.0,1.0,1.0,2.0,5.0,4.0,76.0,3.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.86,5191.0
46.0,2.0,2.0,8.0,3.0,1.0,1.0,2.0,5.0,2.0,131.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.856,5191.0
48.0,1.0,2.0,7.0,1.0,2.0,1.0,2.0,5.0,3.0,396.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.8580000000000005,5191.0
27.0,1.0,3.0,7.0,1.0,1.0,1.0,2.0,6.0,5.0,134.0,2.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.959,5228.1
57.0,6.0,2.0,7.0,3.0,1.0,1.0,2.0,5.0,3.0,203.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.859,5191.0
42.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,11.0,1.0,127.0,1.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.191,5195.8
58.0,10.0,2.0,7.0,3.0,2.0,1.0,1.0,7.0,4.0,160.0,1.0,999.0,0.0,2.0,-2.9,92.469,-33.6,1.072,5076.2
24.0,3.0,2.0,7.0,3.0,1.0,1.0,2.0,5.0,5.0,1193.0,2.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.864,5191.0
43.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,11.0,4.0,1192.0,1.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
25.0,1.0,3.0,7.0,1.0,2.0,1.0,1.0,7.0,4.0,271.0,5.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.958,5228.1
28.0,1.0,3.0,7.0,1.0,2.0,1.0,1.0,10.0,1.0,324.0,1.0,6.0,2.0,3.0,-1.1,94.601,-49.5,1.032,4963.6
34.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,6.0,4.0,319.0,6.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.8660000000000005,5228.1
38.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,6.0,4.0,406.0,1.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.958,5228.1
25.0,9.0,3.0,4.0,1.0,1.0,1.0,1.0,7.0,4.0,85.0,3.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.968,5228.1
37.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,4.0,217.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.327,5099.1
46.0,8.0,2.0,8.0,1.0,2.0,1.0,1.0,4.0,2.0,244.0,3.0,999.0,1.0,1.0,-1.8,93.075,-47.1,1.453,5099.1
36.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,5.0,3.0,52.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.8580000000000005,5191.0
83.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,9.0,4.0,405.0,3.0,999.0,0.0,2.0,-1.1,94.199,-37.5,0.879,4963.6
50.0,8.0,3.0,4.0,1.0,2.0,1.0,1.0,7.0,3.0,99.0,2.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.963,5228.1
34.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,5.0,4.0,141.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.327,5099.1
30.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,8.0,5.0,398.0,2.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.963,5228.1
53.0,5.0,1.0,7.0,1.0,2.0,1.0,1.0,6.0,1.0,348.0,6.0,999.0,2.0,1.0,-1.7,94.055,-39.8,0.754,4991.6
49.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,220.0,2.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.859,5191.0
51.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,6.0,5.0,434.0,1.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.967,5228.1
35.0,1.0,3.0,7.0,1.0,2.0,1.0,1.0,5.0,1.0,75.0,1.0,999.0,1.0,1.0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
42.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,5.0,4.0,191.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.855,5191.0
31.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,7.0,3.0,16.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.963,5228.1
58.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,11.0,2.0,80.0,1.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.1530000000000005,5195.8
32.0,10.0,3.0,7.0,1.0,2.0,1.0,1.0,8.0,4.0,118.0,2.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.9639999999999995,5228.1
45.0,5.0,2.0,7.0,1.0,2.0,1.0,1.0,8.0,2.0,1735.0,4.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.966,5228.1
31.0,10.0,2.0,4.0,1.0,1.0,1.0,1.0,8.0,2.0,87.0,2.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.966,5228.1
62.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,2.0,238.0,4.0,18.0,2.0,1.0,-1.1,94.601,-49.5,1.037,4963.6
36.0,10.0,3.0,4.0,1.0,2.0,1.0,1.0,5.0,4.0,426.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.327,5099.1
37.0,10.0,3.0,7.0,1.0,2.0,1.0,1.0,8.0,2.0,481.0,2.0,999.0,4.0,1.0,-1.7,94.027,-38.3,0.899,4991.6
42.0,7.0,2.0,6.0,3.0,1.0,1.0,1.0,5.0,5.0,160.0,1.0,999.0,1.0,1.0,-1.8,92.89299999999999,-46.2,1.25,5099.1
30.0,10.0,3.0,6.0,1.0,2.0,1.0,1.0,5.0,4.0,512.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.327,5099.1
37.0,2.0,2.0,6.0,1.0,2.0,1.0,1.0,7.0,3.0,83.0,4.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.963,5228.1
49.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,1.0,148.0,3.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.96,5228.1
39.0,10.0,3.0,7.0,1.0,1.0,1.0,1.0,8.0,4.0,163.0,1.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.968,5228.1
47.0,3.0,2.0,7.0,1.0,2.0,1.0,2.0,6.0,1.0,82.0,2.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.961,5228.1
46.0,1.0,1.0,7.0,3.0,2.0,1.0,1.0,7.0,4.0,89.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.963,5228.1
52.0,5.0,2.0,7.0,1.0,1.0,1.0,2.0,11.0,1.0,22.0,3.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.191,5195.8
39.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,7.0,1.0,276.0,3.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
31.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,11.0,2.0,97.0,2.0,999.0,1.0,1.0,-0.1,93.2,-42.0,4.1530000000000005,5195.8
38.0,10.0,2.0,6.0,1.0,1.0,1.0,1.0,11.0,3.0,194.0,2.0,999.0,1.0,1.0,-0.1,93.2,-42.0,4.12,5195.8
36.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,11.0,1.0,499.0,3.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.191,5195.8
78.0,6.0,2.0,8.0,1.0,2.0,1.0,1.0,7.0,3.0,203.0,1.0,999.0,1.0,1.0,-1.7,94.215,-40.3,0.84,4991.6
30.0,5.0,2.0,7.0,1.0,2.0,1.0,2.0,3.0,1.0,213.0,7.0,999.0,0.0,2.0,-1.8,92.84299999999999,-50.0,1.811,5099.1
42.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,5.0,4.0,276.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.266,5099.1
50.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,11.0,2.0,59.0,1.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.1530000000000005,5195.8
46.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,5.0,3.0,125.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
40.0,10.0,3.0,7.0,1.0,1.0,1.0,1.0,11.0,1.0,130.0,1.0,7.0,2.0,1.0,-3.4,92.649,-30.1,0.7140000000000001,5017.5
44.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,5.0,5.0,223.0,2.0,999.0,1.0,1.0,-1.8,92.89299999999999,-46.2,1.25,5099.1
48.0,8.0,3.0,1.0,3.0,2.0,2.0,1.0,5.0,4.0,306.0,2.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.266,5099.1
41.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,5.0,2.0,225.0,2.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.291,5099.1
51.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,5.0,3.0,194.0,1.0,999.0,1.0,1.0,-1.8,92.89299999999999,-46.2,1.334,5099.1
35.0,11.0,3.0,3.0,1.0,2.0,2.0,1.0,7.0,5.0,50.0,3.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
42.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,5.0,5.0,108.0,2.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.859,5191.0
57.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,7.0,5.0,302.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.957,5228.1
19.0,9.0,3.0,8.0,1.0,2.0,1.0,1.0,4.0,5.0,452.0,3.0,999.0,0.0,2.0,-1.8,93.075,-47.1,1.405,5099.1
68.0,6.0,2.0,6.0,1.0,1.0,1.0,1.0,10.0,4.0,76.0,1.0,999.0,1.0,1.0,-3.4,92.431,-26.9,0.74,5017.5
34.0,1.0,3.0,7.0,1.0,2.0,1.0,1.0,4.0,2.0,461.0,1.0,999.0,0.0,2.0,-1.8,93.075,-47.1,1.423,5099.1
29.0,10.0,2.0,7.0,1.0,2.0,1.0,2.0,5.0,1.0,90.0,4.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
46.0,7.0,2.0,3.0,3.0,1.0,2.0,2.0,5.0,1.0,291.0,2.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.857,5191.0
31.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,8.0,5.0,258.0,3.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.966,5228.1
38.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,6.0,4.0,922.0,2.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.961,5228.1
28.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,7.0,5.0,184.0,2.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
31.0,10.0,2.0,4.0,1.0,2.0,1.0,2.0,7.0,5.0,111.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.959,5228.1
32.0,5.0,2.0,7.0,3.0,2.0,2.0,1.0,7.0,2.0,1011.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
35.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,5.0,1.0,386.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
52.0,12.0,2.0,8.0,3.0,1.0,1.0,1.0,8.0,3.0,52.0,11.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.9639999999999995,5228.1
52.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,5.0,1.0,54.0,2.0,999.0,1.0,1.0,-1.8,92.89299999999999,-46.2,1.244,5099.1
46.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,5.0,4.0,154.0,1.0,999.0,0.0,2.0,-1.8,93.876,-40.0,0.6920000000000001,5008.7
38.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,5.0,1.0,306.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
32.0,10.0,3.0,7.0,1.0,2.0,1.0,1.0,7.0,4.0,100.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.963,5228.1
35.0,8.0,1.0,3.0,1.0,2.0,2.0,1.0,11.0,2.0,62.0,6.0,999.0,0.0,2.0,-0.1,93.2,-42.0,4.1530000000000005,5195.8
31.0,1.0,2.0,7.0,3.0,1.0,1.0,1.0,8.0,1.0,70.0,1.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.965,5228.1
45.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,8.0,3.0,969.0,1.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.965,5228.1
45.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,8.0,2.0,260.0,2.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.965,5228.1
30.0,1.0,3.0,7.0,1.0,1.0,2.0,2.0,7.0,2.0,215.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.961,5228.1
37.0,8.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,5.0,317.0,1.0,999.0,0.0,2.0,-1.8,93.075,-47.1,1.405,5099.1
38.0,2.0,2.0,8.0,1.0,1.0,1.0,1.0,7.0,3.0,618.0,1.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.962,5228.1
47.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,245.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.244,5099.1
39.0,11.0,2.0,7.0,3.0,1.0,1.0,2.0,6.0,4.0,21.0,8.0,999.0,0.0,2.0,1.4,94.465,-41.8,4.961,5228.1
31.0,10.0,2.0,7.0,1.0,2.0,1.0,1.0,8.0,1.0,111.0,3.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.965,5228.1
29.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,5.0,3.0,260.0,1.0,999.0,0.0,2.0,1.1,93.994,-36.4,4.859,5191.0
43.0,2.0,2.0,8.0,3.0,1.0,1.0,1.0,5.0,1.0,715.0,6.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.244,5099.1
46.0,10.0,1.0,7.0,3.0,1.0,1.0,1.0,8.0,4.0,16.0,18.0,999.0,0.0,2.0,1.4,93.444,-36.1,4.962,5228.1
54.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,168.0,5.0,999.0,0.0,2.0,1.4,93.91799999999999,-42.7,4.96,5228.1
41.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,128.0,1.0,999.0,0.0,2.0,-1.8,92.89299999999999,-46.2,1.334,5099.1
